srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,tat_in_days
3053123,C,2,110018,233,233,131,A,ADLD,201014,2018-01-19,2016-08-26,2018-04-04,4091,2018-04-07,12.80493986328364
3085831,AN,21,110015,233,233,131,A,ADLD,110034,2018-02-07,2018-02-06,2018-04-15,4580,2018-04-18,7.364900456604974
3080561,AJ,25,560037,233,233,228,A,ADLD,560066,2018-03-25,2018-01-07,2018-04-13,4460,2018-04-19,7.941778063271505
3003740,AI,23,400001,233,245,131,B,ADLD,395005,2017-11-03,2017-11-02,2018-03-21,4398,2018-03-29,13.785268081201947
2930612,AJ,6,160059,233,233,131,C,ADLD,141013,2018-01-18,2017-10-16,2018-03-02,4437,2018-03-10,13.067664679956469
3006065,AN,21,110015,233,233,131,A,ADLD,110093,2017-06-05,2017-05-30,2018-03-22,4580,2018-04-01,9.086910198500426
3058134,C,2,110018,233,233,228,A,ADLD,110017,2018-03-17,2017-08-31,2018-04-05,4091,2018-04-15,11.100560849377594
2987334,S,4,600024,233,233,131,A,ADLD,600043,2017-12-11,2017-10-17,2018-03-16,4485,2018-03-20,11.649113843290257
2999954,C,8,700064,233,233,131,A,ADLD,700027,2017-11-14,2017-11-11,2018-03-20,4511,2018-03-22,13.600274506639979
2884838,AN,7,500004,233,233,131,A,ADLD,500081,2018-01-20,2017-06-07,2018-02-19,4403,2018-02-23,9.877630757164258
3070143,C,7,500004,233,233,228,A,ADLD,500081,2018-02-02,2018-01-31,2018-04-10,4477,2018-04-14,9.358554745690066
3022397,AD,2,110018,233,233,228,A,ADLD,121001,2018-02-28,2016-10-05,2018-03-26,4148,2018-04-17,10.939961972778622
3025645,AJ,27,110034,233,233,228,A,ADLD,121005,2018-03-10,2018-03-07,2018-03-27,4388,2018-04-05,11.956895320237033
2825206,AA,21,110015,233,233,228,A,ADLD,110075,2017-07-23,2018-01-29,2018-01-31,4580,2018-02-05,10.580503337239541
2861932,AN,22,400104,233,233,131,A,ADLD,400067,2017-11-03,2017-11-02,2018-02-12,4581,2018-02-16,11.13788335692787
3060469,AJ,25,560037,233,233,131,A,ADLD,560050,2017-09-06,2017-09-06,2018-04-06,4460,2018-04-12,9.177073141142463
2872663,AJ,6,160059,233,233,131,C,ADLD,143001,2017-05-02,2016-05-26,2018-02-15,4437,2018-02-17,12.382028366438886
2872663,AJ,6,160059,233,233,131,C,ADLD,143001,2017-05-02,2016-05-03,2018-02-15,4437,2018-02-17,12.382028366438886
2949697,AJ,2,110018,233,233,228,B,ADLD,132103,2018-02-08,2017-08-06,2018-03-07,4388,2018-03-08,13.102170174419937
2951181,AN,21,110015,233,233,131,A,ADLD,226001,2017-05-10,2017-05-09,2018-03-07,4580,2018-03-12,11.747567628791504
2865460,AE,2,110018,233,233,131,A,ADLD,110030,2017-02-28,2017-02-28,2018-02-13,4093,2018-02-26,13.693231882717766
3074080,AN,21,110015,233,233,131,A,ADLD,122018,2017-04-22,2017-04-21,2018-04-11,4580,2018-04-17,7.850449776725351
2866420,C,5,380009,233,233,131,A,ADLD,380004,2018-01-19,2018-01-17,2018-02-13,4546,2018-02-16,13.25037975297409
2967568,C,5,380009,233,233,131,A,ADLD,380004,2017-07-10,2017-03-11,2018-03-10,4546,2018-03-13,13.629960452995755
2822670,AJ,9,411016,233,233,131,A,ADLD,411023,2017-06-14,2017-06-12,2018-01-31,4021,2018-02-06,11.58650950235014
2839919,AD,9,411016,233,233,228,A,ADLD,411014,2017-08-22,2017-07-26,2018-02-05,4030,2018-02-06,12.671288001546705
2858197,AJ,2,110018,233,233,131,A,ADLD,110018,2017-09-11,2017-06-09,2018-02-10,4388,2018-02-17,11.491310996000879
2851271,AN,21,110015,233,233,131,A,ADLD,201009,2017-05-02,2017-04-19,2018-02-08,4580,2018-02-16,11.300604643287079
2883327,AN,2,110018,233,233,131,A,ADLD,110088,2017-04-10,2017-04-07,2018-02-18,4147,2018-02-24,11.895248828964647
2819467,AJ,2,110018,233,233,131,A,ADLD,201301,2017-08-07,2017-05-25,2018-01-30,4388,2018-02-07,15.31348535628479
2819467,D,2,110018,233,233,131,A,ADLD,201301,2017-08-07,2016-11-25,2018-01-30,4388,2018-02-07,17.022521789359658
2893006,AJ,2,110018,233,233,228,A,ADLD,110065,2018-01-22,2017-02-08,2018-02-21,4388,2018-03-04,11.933292141554437
2921148,AJ,1,400059,233,233,131,A,ADLD,401208,2017-03-15,2017-03-15,2018-02-27,4398,2018-03-01,12.160091049856653
2898414,AJ,1,400059,233,233,131,B,ADLD,403711,2018-01-24,2017-04-17,2018-02-22,4398,2018-02-26,13.820482979331565
2953951,AN,21,110015,233,233,131,A,ADLD,110018,2017-04-20,2017-04-20,2018-03-08,4580,2018-03-17,10.889870983136401
2928638,C,3,560011,233,233,131,C,ADLD,591317,2018-02-07,2017-11-19,2018-03-01,4461,2018-03-09,16.318188858558393
2999209,AN,21,110015,233,233,131,B,ADLD,201206,2017-04-04,2017-03-28,2018-03-19,4580,2018-03-21,13.052406560086846
3002827,AN,17,800001,233,233,131,C,ADLD,834001,2018-02-20,2018-02-15,2018-03-21,4538,2018-03-23,15.23195696425956
2987302,C,2,110018,233,233,131,A,ADLD,201306,2017-12-13,2017-12-13,2018-03-16,4091,2018-03-18,13.112180978637134
2980478,AJ,17,800001,233,233,228,C,ADLD,828306,2017-07-14,2016-04-13,2018-03-14,4370,2018-03-17,15.890764297818968
3042399,AJ,23,400001,233,233,131,A,ADLD,411037,2017-08-23,2017-08-19,2018-03-31,4398,2018-04-03,10.045085260677755
3019622,AD,3,560011,233,233,228,A,ADLD,560034,2017-06-13,2017-05-11,2018-03-26,5146,2018-04-01,11.060852831980647
3017268,AJ,27,110034,308,233,131,A,ADLD,110044,2017-12-27,2017-12-16,2018-03-25,4388,2018-03-29,12.896911309509159
3048526,AN,8,700064,201,233,131,D,ADLD,742202,2017-06-13,2017-05-18,2018-04-03,4508,2018-04-05,12.621485799354913
3043896,AJ,27,110034,233,233,131,A,ADLD,122017,2017-07-04,2017-06-24,2018-03-31,4388,2018-04-05,11.959154257928056
3061094,AN,26,560066,233,233,228,A,ADLD,560103,2018-03-11,2018-01-02,2018-04-06,5001,2018-04-09,9.71682757396692
3050016,AN,22,400104,233,233,131,B,ADLD,410210,2017-09-13,2017-08-03,2018-04-03,4581,2018-04-07,11.790888567580181
2978616,AN,21,110015,233,233,131,A,ADLD,201304,2018-01-10,2018-01-08,2018-03-14,4580,2018-03-28,11.192336318813036
3055893,AD,2,110018,233,233,228,A,ADLD,110044,2017-07-13,2017-01-08,2018-04-05,4148,2018-04-15,11.009106165110286
3065642,C,6,160059,233,233,131,B,ADLD,151001,2017-09-05,2016-12-26,2018-04-08,4437,2018-04-11,11.780530953724886
3065642,AJ,6,160059,233,233,131,B,ADLD,151001,2017-09-05,2017-06-07,2018-04-08,4437,2018-04-11,10.350496372294064
3025875,K,1,400059,233,233,131,A,ADLD,641009,2017-08-10,2017-07-29,2018-03-27,4498,2018-04-13,14.997297319377028
3008299,AJ,2,110018,233,245,131,A,ADLD,110092,2017-10-23,2017-10-18,2018-03-22,4388,2018-03-24,11.434568528471749
2939037,AN,21,110015,233,233,131,B,ADLD,136118,2017-12-21,2017-12-12,2018-03-04,4580,2018-03-07,12.839893283031849
3040038,AN,26,560066,233,233,131,A,ADLD,560067,2018-02-24,2016-07-28,2018-03-30,5001,2018-04-16,8.830527451390003
3016539,AN,21,110015,233,233,131,B,ADLD,322001,2017-06-28,2017-06-28,2018-03-25,4580,2018-03-27,12.615707118966949
3028370,S,24,110092,233,233,228,B,ADLD,412101,2017-12-28,2017-07-09,2018-03-27,4150,2018-03-31,15.821959248767369
2847600,AJ,5,380009,233,245,131,A,ADLD,382424,2017-05-04,2017-01-03,2018-02-07,4422,2018-02-13,10.653759194071021
2902293,AN,21,110015,233,233,131,A,ADLD,201310,2016-08-18,2016-08-16,2018-02-23,4580,2018-02-27,13.602139706396166
2829320,AH,2,110018,233,233,228,B,ADLD,125005,2017-12-25,2017-10-01,2018-02-01,4145,2018-02-25,17.964355664998468
2939295,AJ,4,600024,233,233,228,A,ADLD,600082,2017-07-09,2017-05-29,2018-03-04,4482,2018-03-08,10.431092569481747
3009300,AN,22,400104,233,233,131,B,ADLD,482001,2017-05-22,2017-05-19,2018-03-22,4581,2018-03-27,13.030912819563115
2870164,AN,22,400104,233,233,131,C,ADLD,413501,2018-01-18,2018-01-16,2018-02-14,4581,2018-02-16,14.368853277525567
2862546,AN,8,700064,233,233,131,C,ADLD,751024,2017-07-26,2017-07-22,2018-02-12,4508,2018-02-15,14.463676748887975
2993969,G,1,400059,233,233,131,A,ADLD,700069,2017-10-18,2017-10-18,2018-03-18,4504,2018-03-20,16.539213849942577
3030267,AA,4,600024,233,233,228,B,ADLD,602105,2017-06-01,2017-05-30,2018-03-28,4485,2018-03-30,13.218283460703415
2865691,Y,8,700064,201,233,131,D,ADLD,742225,2018-01-23,2017-12-15,2018-02-13,4508,2018-02-21,20.699466542900062
2983391,C,2,110018,308,233,228,A,ADLD,122001,2018-02-16,2016-11-24,2018-03-15,4091,2018-03-28,13.249574957860021
3011421,J,2,110018,233,233,131,B,ADLD,160020,2017-11-06,2017-10-28,2018-03-23,4442,2018-03-28,12.803025354946088
2858132,AN,8,700064,233,233,131,C,ADLD,751019,2017-11-06,2017-11-04,2018-02-10,4508,2018-02-13,14.35458385751099
2875296,AA,2,110018,233,233,228,A,ADLD,201304,2017-12-26,2016-01-09,2018-02-15,4150,2018-02-19,14.93205141916895
2860443,AA,1,400059,233,233,131,A,ADLD,400607,2017-10-17,2017-10-17,2018-02-10,4012,2018-02-14,16.449008933311152
2867249,AN,21,110015,233,233,131,B,ADLD,122107,2017-08-21,2017-04-13,2018-02-13,4580,2018-02-22,12.683478511783074
2926563,AN,7,500004,233,233,131,A,ADLD,500020,2017-07-25,2017-07-21,2018-02-28,4403,2018-03-03,10.213544918156122
2930792,AN,21,110015,233,233,131,A,ADLD,110046,2017-09-02,2017-08-27,2018-03-02,4580,2018-03-10,10.75387345626834
2894362,AF,4,600024,233,233,131,A,ADLD,600088,2016-05-11,2016-05-09,2018-02-21,4473,2018-02-23,12.506797837099372
2953718,AJ,2,110018,233,233,228,A,ADLD,201014,2017-05-11,2016-12-27,2018-03-08,4388,2018-03-09,12.973677665533696
3019625,AA,24,110092,233,233,131,C,ADLD,123021,2018-02-27,2017-11-15,2018-03-26,4150,2018-04-01,16.426698850193954
3032073,AN,21,110015,233,233,131,A,ADLD,201301,2016-06-16,2016-06-15,2018-03-28,4580,2018-03-31,11.435879929607381
3037470,AN,7,500004,233,233,131,A,ADLD,500011,2017-10-18,2017-10-14,2018-03-30,4403,2018-04-04,7.923186312841036
2986766,W,1,400059,233,233,131,A,ADLD,400069,2017-04-01,2017-03-20,2018-03-16,4016,2018-03-20,18.749633097853238
3039933,AJ,27,110034,233,233,131,A,ADLD,110096,2017-09-20,2017-06-10,2018-03-30,4388,2018-04-04,11.687745172192272
3039933,AJ,27,110034,233,233,131,A,ADLD,110096,2017-09-20,2017-08-10,2018-03-30,4388,2018-04-04,11.687745172192272
3068055,AJ,27,110034,233,233,131,A,ADLD,122007,2018-03-06,2017-11-03,2018-04-09,4388,2018-04-10,10.770878983667433
3047030,S,24,110092,233,233,228,A,ADLD,201304,2018-02-08,2017-03-30,2018-04-02,4150,2018-04-12,12.175378637477218
3052092,AN,21,110015,233,233,131,A,ADLD,110018,2018-03-28,2018-03-20,2018-04-03,4580,2018-04-11,8.358849387810782
2843915,C,2,110018,233,245,228,A,ADLD,110029,2018-01-22,2016-12-18,2018-02-06,4091,2018-02-15,13.143012750827987
2989408,AN,21,110015,308,233,131,A,ADLD,122002,2017-06-05,2017-06-03,2018-03-16,4580,2018-03-23,10.145140673656268
3054440,AN,7,500004,233,233,131,A,ADLD,500038,2017-10-25,2017-10-23,2018-04-04,4403,2018-04-20,6.658461023481765
2844465,AN,22,400104,233,233,131,B,ADLD,425001,2017-03-05,2017-02-20,2018-02-06,4581,2018-02-13,14.167232772001297
2941622,C,3,560011,233,233,228,B,ADLD,590001,2018-02-14,2018-02-01,2018-03-05,4469,2018-03-09,15.460354770506914
2972978,AN,22,400104,233,233,131,B,ADLD,361008,2017-08-25,2016-07-29,2018-03-12,4581,2018-03-14,14.115496556557607
2937549,AA,24,110092,233,233,228,A,ADLD,121001,2017-12-30,2017-08-02,2018-03-03,4150,2018-03-07,14.297750350458031
2957459,AN,26,560066,233,233,131,B,ADLD,581402,2017-08-14,2017-08-02,2018-03-08,5001,2018-03-16,13.987145219282496
3049944,AJ,27,110034,233,245,228,A,ADLD,110043,2017-09-09,2017-08-07,2018-04-03,4388,2018-04-15,10.079490138623802
2928392,AJ,23,400001,233,233,131,A,ADLD,400010,2017-05-17,2017-05-03,2018-03-01,4398,2018-03-07,12.62014839584915
2851960,C,6,160059,233,233,131,C,ADLD,143001,2017-10-21,2017-10-19,2018-02-08,4549,2018-02-12,15.238992186968382
3000257,AI,23,400001,233,233,131,B,ADLD,452002,2017-11-30,2017-11-30,2018-03-20,4398,2018-03-26,14.461964152019403
2894173,AN,11,641012,201,201,131,0,ADLD,670002,2018-02-02,2018-01-31,2018-02-21,4495,2018-03-13,17.752826559735457
3022082,Z,2,110018,233,233,131,A,ADLD,110085,2017-12-14,2017-12-14,2018-03-26,4405,2018-03-28,13.156385270536397
3052963,C,5,380009,233,245,131,A,ADLD,380013,2017-11-30,2017-11-28,2018-04-04,4546,2018-04-08,10.702870000766412
2866651,AN,21,110015,233,233,131,A,ADLD,201306,2018-02-02,2018-01-26,2018-02-13,4580,2018-02-21,11.342445982104241
2880980,AJ,2,110018,233,233,131,A,ADLD,110044,2018-01-15,2018-01-12,2018-02-17,4388,2018-02-22,12.026182236912003
3018382,AN,21,110015,308,233,131,A,ADLD,110086,2017-11-18,2017-09-11,2018-03-25,4580,2018-03-31,8.977140315636298
2944199,I,1,400059,233,233,131,A,ADLD,641001,2017-11-16,2017-11-16,2018-03-06,4011,2018-03-24,20.77333574096328
3045350,AN,7,500004,233,233,131,A,ADLD,500032,2016-06-23,2015-05-21,2018-04-02,4403,2018-04-06,9.506664105302166
3058013,AN,21,110015,233,233,131,B,ADLD,181121,2016-09-20,2016-09-16,2018-04-05,4580,2018-04-14,13.078002907294549
3011297,AI,23,400001,233,245,131,B,ADLD,390006,2017-10-16,2017-10-14,2018-03-23,4398,2018-03-27,13.194325718384954
3057071,C,3,560011,233,245,228,A,ADLD,560078,2017-07-17,2016-11-07,2018-04-05,4469,2018-04-09,10.54875608393382
2876024,AD,4,600024,233,233,131,B,ADLD,632602,2017-07-05,2017-06-30,2018-02-16,4488,2018-02-23,14.153647311147942
2866461,AN,21,110015,233,233,131,B,ADLD,147001,2017-03-14,2017-03-09,2018-02-13,4580,2018-02-19,12.427648268141738
2880281,AJ,11,641012,201,201,131,0,ADLD,679340,2017-05-05,2017-04-24,2018-02-17,4496,2018-02-22,17.13497521875394
2858850,AN,21,110015,233,233,131,B,ADLD,127021,2016-11-11,2016-11-07,2018-02-10,4580,2018-02-14,13.753274603235186
2994339,AN,22,400104,233,233,131,A,ADLD,411003,2017-05-15,2017-05-13,2018-03-18,4581,2018-03-26,10.811695804049291
2992448,AN,7,500004,233,233,131,B,ADLD,530017,2018-02-01,2017-06-07,2018-03-17,4403,2018-03-30,11.43651719314765
2984563,AN,22,400104,233,233,131,A,ADLD,421204,2017-03-19,2017-03-16,2018-03-15,4581,2018-03-22,10.913752220653764
2943340,G,1,400059,233,233,228,B,ADLD,125005,2018-01-11,2016-02-24,2018-03-05,4011,2018-03-07,20.36114213911901
2895937,AJ,3,560011,233,233,228,C,ADLD,574101,2018-01-31,2017-11-07,2018-02-22,4460,2018-02-24,12.593745403180503
3044959,AN,7,500004,233,233,131,D,ADLD,509125,2017-06-14,2017-06-12,2018-04-01,4403,2018-04-10,10.75115023376686
3052062,AI,3,560011,308,233,131,A,ADLD,560083,2018-03-31,2018-03-31,2018-04-03,4460,2018-04-12,9.371618568044974
2862097,AJ,5,380009,233,245,131,A,ADLD,380051,2017-02-14,2017-02-13,2018-02-12,4422,2018-02-21,10.988134136055258
3076947,AN,26,560066,233,233,228,A,ADLD,600091,2018-03-04,2018-02-20,2018-04-12,5001,2018-04-14,9.022838003065193
2897282,AJ,4,600024,233,233,228,A,ADLD,600113,2017-10-13,2017-08-30,2018-02-22,4482,2018-02-23,10.099512300372233
3038516,C,6,160059,233,233,131,B,ADLD,134203,2017-05-04,2017-05-04,2018-03-30,4549,2018-04-04,12.200122275515554
2842992,AJ,2,110018,233,233,131,A,ADLD,201308,2017-03-04,2017-03-04,2018-02-06,4388,2018-02-14,12.064295056461518
2907463,AJ,2,110018,233,233,131,A,ADLD,122001,2017-05-29,2017-05-23,2018-02-26,4388,2018-03-03,12.708098060017106
2820292,AA,2,110018,233,233,228,A,ADLD,201304,2017-06-07,2017-05-15,2018-01-30,4150,2018-02-03,14.537779879512476
2834028,AM,6,160059,233,233,131,C,ADLD,136135,2017-07-19,2016-10-09,2018-02-03,4435,2018-02-06,17.544061845675017
2834028,AN,6,160059,233,233,131,C,ADLD,136135,2017-07-19,2017-07-14,2018-02-03,4435,2018-02-06,12.547182823155673
2873907,AN,22,400104,233,233,131,A,ADLD,411008,2017-04-24,2017-04-22,2018-02-15,4581,2018-02-17,11.757543133188488
2855526,AN,22,400104,233,233,131,A,ADLD,411041,2016-05-22,2016-05-21,2018-02-09,4581,2018-02-18,12.765981741058342
2906338,AN,21,110015,233,233,131,B,ADLD,281001,2017-11-09,2017-09-20,2018-02-25,4580,2018-02-27,14.072418786381634
2908052,AN,21,110015,233,233,228,A,ADLD,302019,2018-01-24,2017-03-22,2018-02-26,4580,2018-03-01,11.854326684487374
2939371,AN,21,110015,201,233,131,D,ADLD,125053,2017-09-18,2017-09-13,2018-03-05,4580,2018-03-09,14.165578273628341
2946716,AJ,12,302006,233,233,228,A,ADLD,302018,2017-12-06,2017-05-31,2018-03-06,4407,2018-03-07,11.785625349621844
2948650,S,24,110092,233,233,131,0,ADLD,0,2017-08-23,2017-01-04,2018-03-07,4150,2018-03-10,16.739758828899394
2948650,AN,24,110092,233,233,131,0,ADLD,0,2017-08-23,2017-08-19,2018-03-07,4150,2018-03-10,14.377077553358548
2959949,AN,7,500004,233,233,131,D,ADLD,535270,2018-01-07,2018-01-04,2018-03-09,4403,2018-03-13,13.44243955620239
2981186,AJ,6,160059,233,233,228,B,ADLD,140103,2017-09-18,2017-01-04,2018-03-14,4437,2018-03-25,11.536788097892819
2980376,C,1,400059,233,233,131,B,ADLD,452010,2017-11-25,2017-11-25,2018-03-14,4545,2018-03-17,15.10335968286316
3000691,AN,8,700064,233,233,131,A,ADLD,700089,2017-08-29,2017-08-28,2018-03-20,4508,2018-03-24,10.541763018878438
3017538,AN,26,560066,308,233,131,A,ADLD,560048,2017-06-12,2017-06-10,2018-03-25,5001,2018-03-28,10.271332852575544
3044052,AA,24,110092,233,233,228,A,ADLD,110041,2018-03-06,2017-03-19,2018-04-01,4150,2018-04-03,11.217665980970118
3042722,AN,8,700064,233,233,228,A,ADLD,700089,2018-02-02,2017-11-11,2018-03-31,4508,2018-04-08,8.938104236955919
3059597,AN,21,110015,308,233,131,A,ADLD,110086,2017-06-26,2017-06-24,2018-04-06,4580,2018-04-09,8.361916866718085
3035695,AM,1,400059,233,233,131,A,ADLD,411039,2017-07-07,2017-07-07,2018-03-29,4018,2018-04-05,13.75950025452008
3091001,AJ,27,110034,233,233,131,A,ADLD,110035,2017-07-03,2017-06-26,2018-04-17,4388,2018-04-19,8.654004178136384
3064303,AN,26,560066,233,245,131,A,ADLD,560018,2017-04-20,2017-04-19,2018-04-07,5001,2018-04-12,9.146126746706223
2838889,C,7,500004,233,233,131,B,ADLD,515001,2017-11-25,2017-11-20,2018-02-04,4477,2018-02-14,14.586859047690012
2921129,AJ,2,110018,233,233,131,A,ADLD,121005,2017-05-29,2017-05-02,2018-02-27,4388,2018-03-06,12.916223172448694
2969805,AM,2,110018,233,233,131,A,ADLD,121005,2018-02-06,2018-02-06,2018-03-11,4092,2018-03-17,15.237606851553464
2960986,AN,21,110015,233,233,131,A,ADLD,121005,2017-08-19,2017-08-10,2018-03-09,4580,2018-03-12,11.155426953043047
2960986,AN,21,110015,233,233,131,A,ADLD,121005,2017-08-19,2017-08-09,2018-03-09,4580,2018-03-12,11.155426953043047
2854115,G,8,700064,233,233,131,A,ADLD,700067,2017-12-11,2017-12-11,2018-02-09,4505,2018-02-12,16.853819552310977
2927752,AJ,7,500004,233,233,228,A,ADLD,500082,2017-06-09,2017-05-04,2018-03-01,4474,2018-03-08,9.947127611693965
2970385,AN,22,400104,233,233,228,A,ADLD,421301,2018-01-14,2017-07-17,2018-03-11,4581,2018-03-14,11.422141036199262
2966942,K,1,400059,233,233,131,C,ADLD,143001,2017-06-08,2017-06-05,2018-03-10,4008,2018-03-13,22.117825923343144
2853549,C,6,160059,233,233,131,C,ADLD,141001,2017-05-02,2017-04-19,2018-02-08,4549,2018-02-15,15.190049762636503
3003205,C,10,226010,233,233,228,B,ADLD,208020,2017-04-30,2016-10-02,2018-03-21,4547,2018-03-26,15.878726143320268
2863151,AN,21,110015,233,233,131,A,ADLD,122001,2017-07-07,2017-06-30,2018-02-12,4580,2018-02-14,10.89110049497363
2927492,AJ,1,400059,233,233,131,C,ADLD,421605,2017-07-29,2017-07-22,2018-03-01,4398,2018-03-05,14.233160444989982
3068997,C,5,380009,233,233,131,B,ADLD,395010,2016-04-29,2016-04-22,2018-04-09,4546,2018-04-11,13.160527164481211
2835440,AN,22,400104,233,233,131,A,ADLD,400081,2017-10-18,2017-09-30,2018-02-03,4581,2018-02-12,11.598272499453051
2879534,C,2,110018,233,233,131,A,ADLD,110002,2018-01-20,2017-11-20,2018-02-17,4550,2018-02-21,12.812882315879135
2876554,AN,7,500004,233,233,131,B,ADLD,530045,2017-11-18,2017-09-29,2018-02-16,4403,2018-02-21,12.122271343825254
2904364,Y,17,800001,233,233,131,C,ADLD,841214,2018-01-29,2017-12-08,2018-02-24,4538,2018-02-27,18.12133075930671
2994057,AJ,2,110018,233,233,131,A,ADLD,201011,2017-05-02,2017-05-02,2018-03-18,4388,2018-03-20,11.66669617209621
2981244,AJ,8,700064,233,233,228,A,ADLD,700001,2018-02-16,2018-02-16,2018-03-14,4499,2018-03-21,11.138691518764709
2970815,S,24,110092,233,233,131,A,ADLD,110092,2018-02-21,2017-10-24,2018-03-12,4150,2018-03-14,13.13546554993289
3004006,AJ,23,400001,233,233,131,A,ADLD,400607,2017-09-11,2017-01-07,2018-03-21,4398,2018-03-26,11.236603512501327
2930967,D,1,400059,233,233,131,B,ADLD,561203,2017-03-27,2017-03-27,2018-03-02,4401,2018-03-05,16.04649372698809
3001468,D,1,400059,233,233,131,A,ADLD,711104,2017-10-30,2017-10-24,2018-03-20,4390,2018-03-24,17.322859923353235
3054022,AJ,25,560037,233,233,131,A,ADLD,600028,2017-08-18,2017-08-18,2018-04-04,4460,2018-04-09,9.968333324915815
3046863,AN,21,110015,233,233,131,A,ADLD,110019,2017-06-05,2017-05-23,2018-04-02,4580,2018-04-13,8.321294729418264
3085258,AJ,27,110034,233,233,131,A,ADLD,201301,2018-02-24,2017-05-21,2018-04-14,4388,2018-04-18,9.360342653886216
3062874,AJ,25,560037,233,245,131,0,ADLD,0,2017-04-24,2016-10-08,2018-04-07,4460,2018-04-11,13.330758650985462
2939171,S,24,110092,233,233,131,B,ADLD,148001,2017-05-19,2017-05-14,2018-03-04,4150,2018-03-12,17.317299023217522
2938090,C,2,110018,308,233,228,A,ADLD,122002,2017-11-07,2017-11-03,2018-03-03,4550,2018-03-06,13.352350897113341
3011506,AI,7,500004,233,233,131,A,ADLD,500065,2017-12-14,2017-12-14,2018-03-23,4474,2018-04-05,9.661013009096083
3073811,AN,21,110015,233,233,131,A,ADLD,110017,2017-10-02,2017-10-01,2018-04-11,4580,2018-04-12,8.096198796147641
2876867,AN,8,700064,233,233,131,A,ADLD,700082,2017-04-18,2017-04-17,2018-02-16,4508,2018-02-20,11.129022192415508
2931651,AN,22,400104,233,233,131,A,ADLD,380051,2017-03-16,2017-03-15,2018-03-03,4581,2018-03-08,12.535207616406192
2906449,C,10,226010,233,233,131,B,ADLD,221010,2016-12-31,2016-12-25,2018-02-25,4547,2018-03-02,18.473132024808752
3063505,AN,21,110015,233,245,131,A,ADLD,110001,2017-07-10,2017-07-08,2018-04-07,4580,2018-04-10,8.391817649494934
3034848,AI,27,110034,233,233,131,B,ADLD,132103,2017-11-13,2017-11-11,2018-03-29,4388,2018-04-08,13.930778288585449
2827286,AN,3,560011,233,233,131,A,ADLD,560037,2017-08-18,2017-08-18,2018-02-01,4467,2018-02-01,9.833577356111059
3009836,AN,7,500004,233,233,131,A,ADLD,500035,2017-06-29,2017-06-14,2018-03-23,4403,2018-03-29,8.696668005305051
3011585,AN,8,700064,233,233,131,C,ADLD,786171,2017-04-12,2017-04-08,2018-03-23,4508,2018-03-27,14.884696070114403
2892055,AN,21,110015,233,233,131,C,ADLD,306401,2017-04-20,2017-04-11,2018-02-21,4580,2018-03-03,14.916718086913178
2993568,AN,21,110015,233,233,131,A,ADLD,121004,2017-06-22,2017-06-21,2018-03-18,4580,2018-03-21,10.045187253234989
3038938,AJ,6,160059,233,233,131,B,ADLD,160103,2017-07-13,2017-07-11,2018-03-30,4437,2018-04-04,10.436570739331124
2833931,C,2,110018,233,233,131,A,ADLD,201014,2017-11-29,2017-11-19,2018-02-03,4094,2018-02-06,14.09340316221743
2842506,AN,22,400104,233,233,131,B,ADLD,396191,2017-09-23,2017-09-01,2018-02-05,4581,2018-02-09,14.191183330663906
2827558,AN,4,600024,233,233,131,A,ADLD,600099,2017-08-22,2017-08-21,2018-02-01,4490,2018-02-20,9.813667286513759
2866136,AN,22,400104,233,233,131,A,ADLD,400002,2017-04-17,2017-04-13,2018-02-13,4581,2018-02-24,12.013373376829824
2884872,AE,1,400059,233,233,131,A,ADLD,400081,2017-04-16,2017-04-16,2018-02-19,4015,2018-02-23,16.925163698520052
2899712,AN,22,400104,233,233,131,A,ADLD,411001,2017-06-30,2017-06-29,2018-02-23,4581,2018-02-26,11.876379744833683
2930379,C,9,411016,233,233,131,A,ADLD,412105,2017-11-17,2017-11-17,2018-03-02,4548,2018-03-05,14.148158571330518
2949731,AI,8,700064,233,233,131,B,ADLD,734005,2018-01-09,2018-01-09,2018-03-07,4499,2018-03-09,17.05472246269912
2953268,C,2,110018,233,233,131,A,ADLD,110025,2016-04-09,2016-04-09,2018-03-07,4094,2018-03-12,15.649069835297333
2943665,AJ,2,110018,233,233,228,A,ADLD,201010,2018-01-29,2018-04-20,2018-03-06,4148,2018-03-08,12.782659401115838
2912458,AN,8,700064,233,0,131,A,ADLD,700039,2017-06-19,2017-06-17,2018-02-27,4508,2018-03-09,11.626817980545074
2982809,AN,22,400104,233,233,131,A,ADLD,412114,2016-05-27,2016-05-20,2018-03-15,4581,2018-03-19,11.858769032120318
2860101,AF,1,400059,233,233,131,A,ADLD,400072,2017-02-24,2017-02-22,2018-02-10,4581,2018-03-19,13.717666790164252
3005038,C,2,110018,233,233,228,A,ADLD,201306,2017-08-14,2016-11-14,2018-03-21,4091,2018-03-24,13.291541150616448
2978586,J,2,110018,233,233,131,A,ADLD,500056,2017-10-25,2017-10-14,2018-03-14,5138,2018-03-19,13.281611943164847
3021630,C,9,411016,233,233,131,A,ADLD,411037,2017-12-20,2017-12-20,2018-03-26,4548,2018-03-28,11.384590934337993
